# EDISCSID                    RA        Dec         V1     R1     I1     V2     R2     I2     V3    R3    I3    OBJFLAG1?   OBJFLAG2?   CLASS_STAR1?   CLASS_STAR   wmin   Starflag  
  EDCSNJ1018495-1211586   10.313748   -12.199605   24.618   99.0     23.927   24.053   99.0     23.419   23.867   99.0     23.341   3       3       0.97    0.09    0.99   0         
  EDCSNJ1018495-1208427   10.313756   -12.145187   25.179   99.0     24.068   24.463   99.0     23.509   23.966   99.0     23.203   1       1       0.28    0.0     0.5    0         
  EDCSNJ1018495-1212217   10.313746   -12.206016   22.399   99.0     21.241   22.032   99.0     20.871   22.009   99.0     20.839   0       0       0.13    0.03    0.99   0         
  EDCSNJ1018495-1212067   10.313745   -12.201875   25.681   99.0     25.02    24.692   99.0     24.019   24.447   99.0     23.732   0       0       0.53    0.47    1.0    0         
  EDCSNJ1018495-1208063   10.313749   -12.135078   19.523   99.0     18.335   19.373   99.0     18.16    19.346   99.0     18.128   2       2       0.99    0.99    0.18   1         
  EDCSNJ1018495-1209247   10.313744   -12.156858   25.919   99.0     24.551   26.529   99.0     24.626   26.157   99.0     25.544   0       0       0.61    0.72    0.5    0         
  EDCSNJ1018495-1209129   10.313743   -12.153577   25.485   99.0     24.234   25.438   99.0     24.331   25.432   99.0     24.489   0       0       0.68    0.9     0.5    0         
  EDCSNJ1018495-1210301   10.313739   -12.175024   23.556   99.0     22.22    22.988   99.0     21.638   22.854   99.0     21.506   2       2       0.03    0.03    0.99   0         
  EDCSNJ1018495-1208392   10.313743   -12.144232   23.046   99.0     21.646   22.703   99.0     21.248   22.609   99.0     21.171   0       0       0.22    0.03    0.48   0         
  EDCSNJ1018494-1210285   10.313736   -12.174596   25.283   99.0     24.116   24.664   99.0     23.593   24.26    99.0     23.322   3       3       0.85    0.64    0.99   0         
  EDCSNJ1018494-1213060   10.313726   -12.218331   25.828   99.0     25.018   25.535   99.0     24.967   25.313   99.0     24.96    0       0       0.52    0.64    0.7    0         
  EDCSNJ1018494-1211591   10.313729   -12.199749   24.689   99.0     23.962   24.148   99.0     23.675   24.003   99.0     23.51    3       3       0.29    0.2     0.99   0         
  EDCSNJ1018494-1211224   10.313725   -12.189569   25.581   99.0     24.841   25.329   99.0     24.915   25.383   99.0     26.11    0       0       0.55    0.5     0.99   0         
  EDCSNJ1018493-1214314   10.313707   -12.242067   24.306   99.0     23.201   24.03    99.0     23.015   23.939   99.0     22.852   0       0       0.97    0.87    0.49   0         
  EDCSNJ1018494-1208180   10.313727   -12.138331   26.712   99.0     25.534   26.765   99.0     25.916   26.486   99.0     25.391   0       0       0.41    0.41    0.33   0         
  EDCSNJ1018494-1213407   10.31371    -12.227984   26.089   99.0     24.41    25.526   99.0     23.965   25.536   99.0     24.274   0       0       0.36    0.25    0.5    0         
  EDCSNJ1018494-1211489   10.313714   -12.196918   24.991   99.0     24.152   24.732   99.0     24.23    24.601   99.0     25.672   0       0       0.13    0.01    0.99   0         
  EDCSNJ1018493-1213046   10.313706   -12.217955   25.73    99.0     24.749   25.545   99.0     24.4     25.195   99.0     24.406   0       0       0.56    0.65    0.74   0         
  EDCSNJ1018494-1211346   10.313709   -12.192942   26.224   99.0     25.231   26.475   99.0     26.671   28.198   99.0     99.0     0       0       0.42    0.53    0.99   0         
  EDCSNJ1018493-1213570   10.313696   -12.232501   26.66    99.0     25.131   26.569   99.0     24.952   26.112   99.0     24.989   0       0       0.44    0.57    0.49   0         
  EDCSNJ1018493-1209345   10.313707   -12.159583   24.09    99.0     22.057   23.367   99.0     21.396   23.293   99.0     21.301   0       0       0.01    0.03    0.5    0         
  EDCSNJ1018493-1213193   10.313694   -12.222015   26.163   99.0     24.441   25.648   99.0     23.986   25.676   99.0     23.909   0       0       0.42    0.16    0.57   0         
  EDCSNJ1018493-1213254   10.313693   -12.223729   25.14    99.0     24.097   24.884   99.0     23.763   24.835   99.0     23.542   0       0       0.89    0.13    0.5    0         
  EDCSNJ1018493-1209580   10.313704   -12.166116   23.07    99.0     21.659   22.643   99.0     21.211   22.599   99.0     21.178   3       3       0.03    0.03    0.71   0         
  EDCSNJ1018493-1210261   10.313703   -12.173929   24.452   99.0     22.856   24.043   99.0     22.578   23.742   99.0     22.388   0       0       0.33    0.08    0.99   0         
  EDCSNJ1018493-1210555   10.313698   -12.182086   25.018   99.0     23.136   24.532   99.0     22.78    24.406   99.0     22.624   0       0       0.39    0.06    0.99   0         
  EDCSNJ1018493-1211392   10.31369    -12.194224   24.264   99.0     23.182   24.122   99.0     23.068   24.238   99.0     23.105   0       0       0.98    0.69    1.0    0         
  EDCSNJ1018493-1208454   10.313697   -12.145939   24.885   99.0     24.104   24.408   99.0     23.619   24.14    99.0     23.444   0       0       0.97    0.15    0.5    0         
  EDCSNJ1018493-1212280   10.313686   -12.207789   25.775   99.0     25.365   25.424   99.0     25.067   25.13    99.0     25.13    0       0       0.55    0.37    0.98   0         
  EDCSNJ1018492-1214171   10.313675   -12.238081   24.584   99.0     23.21    24.082   99.0     22.736   24.044   99.0     22.837   0       0       0.04    0.01    0.49   0         
  EDCSNJ1018493-1210476   10.313686   -12.179883   25.75    99.0     24.68    25.233   99.0     24.679   24.924   99.0     24.752   0       0       0.57    0.14    0.99   0         
  EDCSNJ1018493-1209131   10.313681   -12.153649   25.534   99.0     25.125   25.211   99.0     25.2     24.845   99.0     24.794   0       0       0.58    0.5     0.49   0         
  EDCSNJ1018493-1207540   10.313683   -12.131655   25.026   99.0     22.4     24.666   99.0     21.969   24.549   99.0     21.87    0       0       0.71    0.03    0.07   0         
  EDCSNJ1018492-1214033   10.313662   -12.234241   24.761   99.0     23.882   24.414   99.0     23.721   24.285   99.0     23.912   0       0       0.95    0.16    0.49   0         
  EDCSNJ1018492-1211049   10.313671   -12.184682   25.677   99.0     24.553   25.692   99.0     24.522   25.956   99.0     24.581   0       0       0.6     0.75    0.99   0         
  EDCSNJ1018492-1208565   10.313671   -12.149031   25.355   99.0     24.534   25.02    99.0     24.309   24.817   99.0     24.428   0       0       0.65    0.7     0.5    0         
  EDCSNJ1018492-1211418   10.313664   -12.194947   25.516   99.0     23.874   25.501   99.0     23.928   25.098   99.0     24.123   0       0       0.51    0.51    0.99   0         
  EDCSNJ1018492-1212457   10.31366    -12.212696   25.522   99.0     24.398   25.285   99.0     24.581   25.682   99.0     25.613   0       0       0.71    0.03    0.94   0         
  EDCSNJ1018492-1211483   10.313662   -12.196751   25.789   99.0     25.254   25.43    99.0     25.749   24.955   99.0     25.718   0       0       0.46    0.4     0.99   0         
  EDCSNJ1018492-1210235   10.313666   -12.173194   26.493   99.0     24.914   25.753   99.0     24.795   25.571   99.0     25.702   0       0       0.39    0.62    1.0    0         
  EDCSNJ1018492-1211450   10.313659   -12.19582    24.7     99.0     24.238   24.433   99.0     24.339   24.258   99.0     24.2     0       0       0.95    0.89    0.99   0         
  EDCSNJ1018492-1212247   10.313654   -12.206858   24.823   99.0     23.455   24.447   99.0     23.22    24.326   99.0     23.195   0       0       0.94    0.3     0.99   0         
  EDCSNJ1018492-1208291   10.313664   -12.141426   26.482   99.0     24.954   26.403   99.0     24.707   26.264   99.0     24.896   0       0       0.39    0.19    0.45   0         
  EDCSNJ1018491-1212195   10.313647   -12.205419   24.246   99.0     23.521   24.096   99.0     23.327   24.204   99.0     23.394   0       0       0.98    0.3     0.99   0         
  EDCSNJ1018491-1213286   10.313642   -12.224622   26.058   99.0     24.465   25.925   99.0     24.136   25.948   99.0     24.046   2       2       0.5     0.16    0.5    0         
  EDCSNJ1018492-1208441   10.313654   -12.145576   24.564   99.0     23.821   24.192   99.0     23.607   24.147   99.0     23.824   0       0       0.97    0.16    0.5    0         
  EDCSNJ1018491-1212054   10.313636   -12.201509   24.566   99.0     22.595   24.313   99.0     22.406   24.029   99.0     22.397   0       0       0.96    0.95    0.98   0         
  EDCSNJ1018491-1209270   10.313641   -12.157489   25.323   99.0     24.531   25.125   99.0     24.263   25.017   99.0     24.958   3       3       0.65    0.69    0.5    0         
  EDCSNJ1018491-1208039   10.313635   -12.134427   25.48    99.0     24.26    24.892   99.0     23.718   24.719   99.0     23.611   0       0       0.56    0.0     0.15   0         
  EDCSNJ1018491-1211533   10.313626   -12.198147   25.896   99.0     23.121   25.349   99.0     22.922   24.866   99.0     22.806   2       2       0.5     0.89    0.99   0         
  EDCSNJ1018491-1209066   10.31363    -12.151834   24.381   99.0     22.958   23.962   99.0     22.598   23.879   99.0     22.553   0       0       0.19    0.02    0.5    0         
  EDCSNJ1018490-1211515   10.313623   -12.197646   25.169   99.0     24.484   24.921   99.0     24.38    24.635   99.0     23.93    3       3       0.9     0.22    0.99   0         
  EDCSNJ1018490-1211450   10.31362    -12.195833   25.494   99.0     24.785   25.331   99.0     24.599   24.892   99.0     24.498   0       0       0.61    0.68    0.99   0         
  EDCSNJ1018490-1212553   10.313614   -12.215357   22.061   99.0     20.494   21.304   99.0     19.793   21.202   99.0     19.689   0       0       0.03    0.03    0.84   0         
  EDCSNJ1018490-1214134   10.313606   -12.237063   26.904   99.0     24.559   26.732   99.0     24.473   26.83    99.0     24.467   0       0       0.41    0.77    0.5    0         
  EDCSNJ1018490-1208017   10.313624   -12.133808   27.318   99.0     24.598   26.748   99.0     24.24    26.149   99.0     24.053   0       0       0.42    0.6     0.14   0         
  EDCSNJ1018490-1214214   10.313601   -12.23929    25.039   99.0     24.633   24.844   99.0     24.513   24.865   99.0     24.733   0       0       0.87    0.06    0.5    0         
  EDCSNJ1018490-1210451   10.313613   -12.179202   26.302   99.0     25.077   26.322   99.0     25.767   26.17    99.0     28.097   0       0       0.5     0.49    0.99   0         
  EDCSNJ1018490-1213124   10.313602   -12.220105   25.344   99.0     24.515   25.064   99.0     24.044   25.367   99.0     24.147   0       0       0.84    0.05    0.64   0         
  EDCSNJ1018490-1212410   10.313601   -12.211389   25.416   99.0     24.059   24.829   99.0     23.706   24.733   99.0     24.0     0       0       0.53    0.02    1.0    0         
  EDCSNJ1018490-1209142   10.313603   -12.153943   25.235   99.0     23.234   24.494   99.0     22.763   24.284   99.0     22.695   3       3       0.4     0.03    0.5    0         
  EDCSNJ1018489-1214117   10.313582   -12.23657    26.661   99.0     25.052   26.162   99.0     25.302   25.836   99.0     25.045   0       0       0.38    0.5     0.5    0         
  EDCSNJ1018489-1209355   10.313596   -12.159867   26.553   99.0     24.878   26.485   99.0     24.66    26.061   99.0     24.408   0       0       0.43    0.68    0.5    0         
  EDCSNJ1018489-1209270   10.313596   -12.157506   23.128   99.0     21.985   22.822   99.0     21.671   22.774   99.0     21.654   2       2       0.97    0.06    0.5    0         
  EDCSNJ1018489-1211357   10.313586   -12.193251   22.769   99.0     20.631   22.302   99.0     20.197   22.181   99.0     20.069   0       0       0.06    0.03    0.99   0         
  EDCSNJ1018489-1209109   10.313585   -12.153026   25.626   99.0     23.374   25.093   99.0     23.053   24.905   99.0     22.841   2       2       0.11    0.16    0.49   0         
  EDCSNJ1018488-1213049   10.313569   -12.218041   25.008   99.0     24.074   24.543   99.0     23.567   24.146   99.0     23.366   2       2       0.05    0.0     0.73   0         
  EDCSNJ1018489-1209005   10.313577   -12.150143   25.125   99.0     23.216   25.072   99.0     23.14    25.245   99.0     23.261   0       0       0.77    0.96    0.5    0         
  EDCSNJ1018489-1209457   10.313572   -12.162685   24.892   99.0     21.988   24.249   99.0     21.459   24.143   99.0     21.274   0       0       0.53    0.03    0.6    0         
  EDCSNJ1018489-1208543   10.313571   -12.148412   26.158   99.0     24.782   26.007   99.0     25.43    26.307   99.0     27.902   0       0       0.54    0.62    0.5    0         
  EDCSNJ1018488-1213062   10.313554   -12.218385   25.809   99.0     24.631   25.066   99.0     23.875   24.536   99.0     23.766   3       3       0.71    0.41    0.71   0         
  EDCSNJ1018488-1207475   10.313566   -12.129867   23.274   99.0     22.279   22.265   99.0     21.331   21.971   99.0     21.035   0       0       0.03    0.02    0.0    0         
  EDCSNJ1018488-1211466   10.313558   -12.196272   25.253   99.0     24.134   24.938   99.0     23.891   25.028   99.0     24.245   0       0       0.77    0.07    0.99   0         
  EDCSNJ1018488-1209532   10.313562   -12.164772   26.392   99.0     24.904   25.911   99.0     25.239   26.368   99.0     99.0     0       0       0.45    0.43    0.67   0         
  EDCSNJ1018488-1212420   10.313543   -12.211669   24.343   99.0     23.068   23.871   99.0     22.713   23.713   99.0     22.667   0       0       0.01    0.01    0.98   0         
  EDCSNJ1018487-1214201   10.313534   -12.238916   24.816   99.0     23.288   24.681   99.0     23.045   24.583   99.0     22.989   0       0       0.96    0.05    0.49   0         
  EDCSNJ1018488-1208145   10.313553   -12.137356   25.937   99.0     23.149   25.847   99.0     22.983   25.494   99.0     22.975   0       0       0.58    0.96    0.29   1         
  EDCSNJ1018488-1209162   10.313549   -12.154487   22.297   99.0     21.365   21.997   99.0     21.057   21.964   99.0     21.017   2       2       0.91    0.03    0.49   0         
  EDCSNJ1018487-1214320   10.313528   -12.242218   24.662   99.0     23.671   24.216   99.0     23.256   24.027   99.0     23.127   0       0       0.23    0.01    0.47   0         
